abejaip	_ _
blakaiþarg	_ b l a k a j Z a r k _
blakaiþdlas	_ b l a k a j Z d l a s _
blakakein	_ b l a k a k' e j n _
blakakyd	_ b l a k a k' ii t _
blakaneiv	_ b l a k a n' e j v _
blakardneb	_ b l a k a r' d' n' e p _
blakarp	_ b l a k a r p _
blakasur	_ b l a k a s u r _
blakater	_ b l a k a t' e r _
blakatierg	_ b l a k a t' ie r k _
blakatik	_ b l a k a t' i k _
blakavlip	_ b l a k a v' l' i p _
blakazûcnarp	_ b l a k a z uu ts n a r p _
blakaþam	_ b l a k a Z a m _
blakeb	_ b l a k' e p _
blaken	_ b l a k' e n _
blakirp	_ b l a k' i r p _
blakirt	_ b l a k' i r t _
blakivd	_ b l a k' i v t _
blaknas	_ b l a k n a s _
blakneiv	_ b l a k' n' e j v _
blaknoduar	_ b l a k n oo d u a r _
blakop	_ b l a k oo p _
blakorp	_ b l a k oo r p _
blakous	_ b l a k oo w s _
blakpa	_ b l a k p a _
blaksap	_ b l a k s a p _
blakspa	_ b l a k s p a _
blaksup	_ b l a k s u p _
blakt	_ b l a k t _
blakta	_ b l a k t a _
blaktelë	_ b l a k' t' e l' ee _
blakði	_ b l a k' S' i _
bland	_ b l a n t _
blank	_ b l A N k _
blankin	_ b l a n' k' i n _
blanktelë	_ b l a n' k' t' e l' ee _
blano	_ b l a n O _
blanðir	_ b l a n' S' i r _
blaudþio	_ b l a w dZ' oo _
blaus	_ b l A W s _
blazgat	_ b l a z g a t _
blaðk	_ b l a S k _
ble	_ b' l' e _
blef	_ b' l' e f _
blenk	_ b' l' E N k _
blerb	_ b' l' e r p _
blerbin	_ b' l' e r' b' i n _
blevg	_ b' l' e v k _
blevyzgo	_ b' l' e v' ii z g oo _
bli	_ b' l' i _
bliau	_ b' l' e w _
bliauk	_ b' l' Ea w k _
blid	_ b' l' i t _
blidap	_ b' l' i d a p _
bliks	_ b' l' i k s _
blikst	_ b' l' i k s t _
blikstelë	_ b' l' i k' s' t' e l' ee _
blikèio	_ b' l' i k' tS' oo _
blinkt	_ b' l' i n k t _
blinktelë	_ b' l' i n' k' t' e l' ee _
blinkèio	_ b' l' i n' k' tS' oo _
blits	_ b' l' i t s _
blitsa	_ b' l' i t s a _
blitsopa	_ b' l' i t s oo p a _
bliurb	_ b' l' u r p _
blizg	_ b' l' i s k _
blizgia	_ b' l' i z' g' E _
blizgin	_ b' l' i z' g' i n _
bliû	_ b' l' uu _
bliûva	_ b' l' uU v a _
bliûvo	_ b' l' uu v oo _
bliûðkin	_ b' l' uu S' k' i n _
blo	_ b l oo _
blog	_ b l oo k _
blogin	_ b l oo g' i n _
blogtelë	_ b l oo k' t' e l' ee _
bloguoju	_ b l oo g Uo j' u _
blogyn	_ b l oo g' iI n _
blogë	_ b l oo g' ee _
blok	_ b l oO k _
blokðtelë	_ b l oo k' S' t' e l' ee _
bloðkë	_ b l oO S' k' ee _
blu	_ b l u _
blug	_ b l u k _
blugap	_ b l u g a p _
bluk	_ b l U k _
blukin	_ b l u k' i n _
blusinë	_ b l u s' I n' ee _
bluts	_ b l u t s _
bluzgano	_ b l u z g a n oo _
bly	_ b' l' ii _
blyks	_ b' l' ii k s _
blykst	_ b' l' ii k s t _
blykstelë	_ b' l' ii k' s' t' eA l' ee _
blykèio	_ b' l' ii k' tS' oo _
blykð	_ b' l' iI k S _
blyðkin	_ b' l' ii S' k' i n _
blàzg	_ b l aa s k _
blàzgin	_ b l aa z' g' i n _
blës	_ b' l' eE s _
blësin	_ b' l' ee s' i n _
blëstelë	_ b' l' ee s' t' e l' ee _
blësèio	_ b' l' ee S' tS' oo _
blûsèio	_ b l uu S' tS' oo _
bmab	_ b m a p _
bmad	_ b m a t _
bmaj	_ b m a j' _
bmak	_ b m a k _
bmakirep	_ b m a k' i r' e p _
bmakorp	_ b m a k oo r p _
bmaks	_ b m a k s _
bmaksta	_ b m a k s t a _
bmaksàs	_ b m a k s aa s _
bmal	_ b m a l _
bmam	_ b m a m _
bmanipot	_ b m a n' i p oo t _
bmar	_ b m a r _
bmaritid	_ b m a r' i t' i t _
bmarypa	_ b m a r' ii p a _
bmas	_ b m a s _
bmats	_ b m a t s _
bmatsypa	_ b m a t' s' ii p a _
bmavs	_ b m a v s _
bmaþ	_ b m a S _
bmaþarp	_ b m a Z a r p _
bmaþoun	_ b m a Z oo w n _
bmeg	_ b' m' e k _
bmel	_ b' m' e l _
bmeraz	_ b' m' e r a s _
bmes	_ b' m' e s _
bmib	_ b' m' i p _
bmid	_ b' m' i t _
bmil	_ b' m' i l _
bmin	_ b' m' i n _
bmir	_ b' m' i r _
bmiram	_ b' m' i r a m _
bmird	_ b' m' i r t _
bmob	_ b m oo p _
bmobskes	_ b m oo p' s' k' e s _
bmokatak	_ b m oo k a t a k _
bmolk	_ b m oo l k _
bmolok	_ b m oo l oo k _
bmolp	_ b m oo l p _
bmolpa	_ b m oo l p a _
bmor	_ b m oo r _
bmort	_ b m oo r t _
bmotakeh	_ b m oo t a k' e h _
bmoz	_ b m oo s _
bmug	_ b m u k _
bmugabeits	_ b m u g a b' e j t s _
bmugainkað	_ b m u g a j n k a S _
bmuilþ	_ b m u j l S _
bmuleg	_ b m u l' e k _
bmulk	_ b m u l k _
bmulok	_ b m u l oo k _
bmur	_ b m u r _
boa	_ b oo A _
bob	_ b oo p _
boban	_ b oo b a n _
bobiks	_ b oo b' i k s _
bobtuisap	_ b oo p t u j s a p _
bobë	_ b oo b' ee _
bod	_ b oo t _
bodrok	_ b oo d r oo k _
bof	_ b oo f _
boficlak	_ b oo f' i ts l a k _
bofodica	_ b oo f oo d' i ts a _
bofoer	_ b oo f oo e r _
bofolah	_ b oo f oo l a h _
bofomret	_ b oo f oo m' r' e t _
bofonoihc	_ b oo f oo n oo j h ts _
bofonolop	_ b oo f oo n oo l oo p _
boforbmo	_ b oo f oo r b m oo _
bofortaet	_ b oo f oo r t a e t _
bofortin	_ b oo f oo r' t' i n _
bog	_ b oo k _
bogin	_ b oo g' i n _
bogna	_ b oo g n a _
boh	_ b oo h _
boikot	_ b oo j k oo t _
boj	_ b oo j' _
bok	_ b Oo k _
bokaj	_ b oo k a j' _
boks	_ b oo k s _
bol	_ b oo l _
bolero	_ b oo l' e r O _
bolg	_ b oo l k _
bolgeb	_ b oo l' g' e p _
bolgeirp	_ b oo l' g' e j r p _
bolðevikin	_ b oo l' S' e v' i k' i n _
bolðeviz	_ b oo l' S' e v' i s _
bombard	_ b oo m b a r t _
bones	_ b oo n' e s _
bonit	_ b oo n' i t _
bons	_ b oo n s _
bor	_ b oo r _
bord	_ b oo r t _
bordero	_ b oo r' d' e r O _
bordlatap	_ b oo r d l a t a p _
bordo	_ b oo r d O _
bordotof	_ b oo r d oo t oo f _
borea	_ b oo r' e a _
boreana	_ b oo r' e a n a _
boredrag	_ b oo r' e d r a k _
borg	_ b oo r k _
borkim	_ b oo r' k' i m _
borkimartlu	_ b oo r' k' i m a r t l u _
borneo	_ b o r' n' e O _
bort	_ b oo r t _
bortap	_ b oo r t a p _
bortprat	_ b oo r t p r a t _
borttna	_ b oo r t t n a _
bortþu	_ b oo r d Z u _
bos	_ b oO s _
botag	_ b oo t a k _
boud	_ b oo w t _
boudailgna	_ b oo w d a j l g n a _
boudailouð	_ b oo w d a j l oo w S _
boudailëms	_ b oo w d a j l' ee m s _
boudakliv	_ b oo w d a k' l' i v _
boudanil	_ b oo w d a n' i l _
boudgems	_ b oo w d' g' e m s _
boudika	_ b oo w d' i k a _
boudkliv	_ b oo w t' k' l' i v _
boudlom	_ b oo w d l oo m _
boudlëms	_ b oo w d' l' ee m s _
boudnylð	_ b oo w d' n' ii l S _
boudprud	_ b oo w t p r u t _
boudryvþ	_ b oo w d' r' ii v S _
boudði	_ b oo w t' S' i _
boug	_ b oo w k _
bouil	_ b oo w j l _
bouilailuaik	_ b oo w j l a j l u a j k _
boul	_ b oo w l _
boulþ	_ b oo w l S _
bovð	_ b oo v S _
bra	_ b r a _
brab	_ b r a p _
brad	_ b r a t _
bradadouj	_ b r a d a d oo w j' _
bradaiguad	_ b r a d a j g u a t _
bradaiþarg	_ b r a d a j Z a r k _
bradaiþdid	_ b r a d a j Z' d' i t _
bradardneb	_ b r a d a r' d' n' e p _
bradatierg	_ b r a d a t' ie r k _
bradatmið	_ b r a d a t' m' i S _
bradatnevð	_ b r a d a t' n' e v S _
bradatsarp	_ b r a d a t s a r p _
bradavas	_ b r a d a v a s _
bradavgnel	_ b r a d a v' g' n' e l _
bradeb	_ b r a d' e p _
braden	_ b r a d' e n _
bradgyþ	_ b r a d' g' ii S _
bradknar	_ b r a t k n a r _
bradnyved	_ b r a d' n' ii v' e t _
bradotof	_ b r a d oo t oo f _
bradoun	_ b r a d oo w n _
bradði	_ b r a t' S' i _
bradþu	_ b r a dZ u _
brag	_ b r a k _
bragaièðut	_ b r a g a j tS S u t _
bragap	_ b r a g a p _
bragapen	_ b r a g a p' e n _
bragen	_ b r a g' e n _
bragivas	_ b r a g' i v a s _
braid	_ b r a j t _
braidin	_ b r a j d' i n _
braidinë	_ b r a j d' i n' ee _
braidþio	_ b r a j dZ' oo _
braizgë	_ b r a j z' g' ee _
braiþ	_ b r a j S _
braiþio	_ b r a j Z' oo _
braklin	_ b r a k' l' i n _
brakonieria	_ b r a k oo n' ie r' e _
brakð	_ b r a k S _
brakðt	_ b r a k S t _
brakðtelë	_ b r a k' S' t' e l' ee _
brandin	_ b r a n' d' i n _
brang	_ b r a n k _
brangin	_ b r a n' g' i n _
brangtelë	_ b r a n' k' t' e l' ee _
brangë	_ b r a n' g' ee _
brankin	_ b r a n' k' i n _
branks	_ b r a n k s _
brauk	_ b r Aa w k _
braukinë	_ b r a w k' i n' ee _
braukðt	_ b r a w k S t _
braukðtelë	_ b r a w k' S' t' e l' ee _
bravir	_ b r a v' i r _
bravks	_ b r a v k s _
bravo	_ b r aA v oo _
bravs	_ b r a v s _
bravþ	_ b r a v S _
bravþoun	_ b r a v Z oo w n _
brazd	_ b r a s t _
brazden	_ b r a z' d' e n _
brazdin	_ b r a z' d' i n _
brazdinë	_ b r a z' d' I n' ee _
braðk	_ b r a S k _
braðkia	_ b r a S' k' E _
braðkin	_ b r a S' k' i n _
bre	_ b' r' e _
bred	_ b' r' e t _
breh	_ b' r' e h _
brei	_ b' r' e j _
bres	_ b' r' e s _
bret	_ b' r' e t _
breti	_ b' r' e t' i _
brev	_ b' r' e v _
bri	_ b' r' i _
briaukð	_ b' r' E W k S _
bridado	_ b' r' i d a d oo _
bridailiak	_ b' r' i d a j l' e k _
bridanlab	_ b' r' i d a n l a p _
bridatar	_ b' r' i d a t a r _
bridateiks	_ b' r' i d a t' e j k s _
bridatsrak	_ b' r' i d a t s r a k _
bridaveid	_ b' r' i d a v' e j t _
bridkein	_ b' r' i t' k' e j n _
bridmeþ	_ b' r' i d' m' e S _
bridota	_ b' r' i d oo t a _
bridpa	_ b' r' i t p a _
bridpmulk	_ b' r' i t p m u l k _
bridtar	_ b' r' i t t a r _
bridtylp	_ b' r' i t' t' ii l p _
bridði	_ b' r' i t' S' i _
brigztelë	_ b' r' i k' s' t' e l' ee _
brik	_ b' r' i k _
brink	_ b' r' I n k _
brinkin	_ b' r' i n' k' i n _
brinkt	_ b' r' i n k t _
brinktelë	_ b' r' i n' k' t' e l' ee _
briv	_ b' r' i v _
brivaþuarg	_ b' r' i v a Z u a r k _
brivtoulð	_ b' r' i v t oo w l S _
briz	_ b' r' i s _
brizg	_ b' r' i s k _
brizgin	_ b' r' i z' g' i n _
brizin	_ b' r' i z' i n _
briè	_ b' r' i tS _
briþeiþ	_ b' r' i Z' e j S _
briþio	_ b' r' i Z' oo _
brok	_ b r oo k _
brolau	_ b r oo l A W _
broli	_ b r oo l' i _
brolia	_ b r oo l' e _
bronz	_ b r oo n s _
bros	_ b r oo s _
broz	_ b r oo s _
brozda	_ b r oo z d a _
brozdin	_ b r oo z' d' i n _
broðiûr	_ b r oo S' uu r _
bru	_ b r u _
brub	_ b r u p _
brud	_ b r u t _
bruder	_ b r u d' e r _
brug	_ b r u k _
bruil	_ b r u j l _
bruismeþ	_ b r u j s' m' e S _
bruismûd	_ b r u j s m uu t _
bruisnednav	_ b r u j s' n' e d n a v _
bruk	_ b r U k _
brukinë	_ b r u k' i n' ee _
bruknia	_ b r u k' n' e _
bruktelë	_ b r u k' t' e l' ee _
brukðt	_ b r u k S t _
brukðtelë	_ b r u k' S' t' eA l' ee _
brun	_ b r u n _
brungzèio	_ b r u n' k' S' tS' oo _
bruoþ	_ b r uo S _
bruto	_ b r U t oo _
bruz	_ b r u s _
bruzd	_ b r u s t _
bruzdin	_ b r u z' d' i n _
bryd	_ b' r' ii t _
brydo	_ b' r' ii d oo _
brydë	_ b' r' ii d' eE _
bràzg	_ b r aa s k _
bràzgin	_ b r aa z' g' i n _
brë	_ b' r' ee _
brëkðtelë	_ b' r' ee k' S' t' e l' ee _
brëþ	_ b' r' ee S _
brëþtelë	_ b' r' ee S' t' e l' ee _
brû	_ b r uu _
brûkli	_ b r uu k' l' i _
brûkð	_ b r uu k S _
brûkðni	_ b r uu k' S' n' i _
brûkðt	_ b r uu k S t _
brûkðtelë	_ b r uu k' S' t' e l' ee _
brûz	_ b r uu s _
brûzgin	_ b r uu z' g' i n _
brûzguli	_ b r uu z g u l' i _
brûþ	_ b r uu S _
brûþin	_ b r uu Z' i n _
brûþinë	_ b r Uu Z' i n' ee _
brûþk	_ b r uu S k _
bsrom	_ p s r oo m _
bst	_ b' eE E s' t' eE _
buab	_ b u a p _
buad	_ b u a t _
buadap	_ b u a d a p _
buadði	_ b u a t' S' i _
buagpa	_ b u a k p a _
buagði	_ b u a k' S' i _
buailap	_ b u a j l a p _
buair	_ b u a j r _
buais	_ b u a j s _
buaisap	_ b u a j s a p _
buarks	_ b u a r k s _
bub	_ b u p _
buben	_ b u b' e n _
bubin	_ b u b' i n _
bubs	_ b u p s _
bubt	_ b u p t _
bubtelë	_ b u p' t' e l' ee _
bud	_ b u t _
budin	_ b u d' i n _
budni	_ b u d' n' i _
budði	_ b u t' S' i _
buenos	_ b u E n o s _
bug	_ b u k _
bugaiknep	_ b u g a j k' n' e p _
bugailek	_ b u g a j l' e k _
bugd	_ b u k t _
bugirt	_ b u g' i r t _
bugivd	_ b u g' i v t _
bugneiv	_ b u g' n' e j v _
bugnytpes	_ b u g' n' ii t' p' e s _
bugrutek	_ b u g r u t' e k _
buink	_ b u j n k _
buirs	_ b u j r s _
bujo	_ b u j' oo _
bujuj	_ b u j' u j' _
buk	_ b U k _
bukin	_ b u k' i n _
buks	_ b U k s _
buksap	_ b u k s a p _
buksyr	_ b u k' s' ii r _
bul	_ b u l _
bulap	_ b u l a p _
buldouj	_ b u l d oo w j' _
bulk	_ b u l k _
bulkorea	_ b u l k oo r' e a _
bulkrak	_ b u l k r a k _
bulkthcaj	_ b u l k t h ts a j' _
bulprat	_ b u l p r a t _
bultna	_ b u l t n a _
bulvia	_ b u l' v' e _
bulð	_ b u l S _
bulðypa	_ b u l' S' ii p a _
bumb	_ b u m p _
bumbs	_ b u m p s _
bumbt	_ b u m p t _
bumbtelë	_ b u m' p' t' e l' ee _
buoþin	_ b uo Z' i n _
bur	_ b u r _
burb	_ b u r p _
burben	_ b u r' b' e n _
burbin	_ b u r' b' i n _
burblen	_ b u r' b' l' e n _
burbs	_ b U R p s _
burbtelë	_ b u r' p' t' e l' ee _
burbuli	_ b u r b u l' i _
burdinkðt	_ b U r' d' i n k S t _
burej	_ b u r' e j' _
burg	_ b u r k _
buri	_ b u r' I _
burk	_ b U r k _
burkû	_ b U R k uu _
burl	_ b u r l _
burno	_ b u r n oo _
burzd	_ b u r s t _
burzduli	_ b u r z d u l' i _
burzg	_ b u r s k _
burzgin	_ b u r' z' g' i n _
burzlo	_ b u r z l oo _
burþua	_ b u r Z u A _
burþuazë	_ b u r Z u a z' ee _
buvinë	_ b u v' i n' ee _
buvo	_ b U v oo _
buzo	_ b u z oo _
buèi	_ b u tS' i _
buðak	_ b u S a k _
bydar	_ b' ii d a r _
bydarði	_ b' ii d a r' S' i _
bydav	_ b' ii d a v _
bydeiþ	_ b' ii d' e j S _
bydev	_ b' ii d' e v _
bydevkû	_ b' ii d' e v k uu _
bydevrohc	_ b' ii d' e v r oo h ts _
bydevtðar	_ b' ii d' e v t S a r _
bydevàs	_ b' ii d' e v aa s _
bydiarks	_ b' ii d' e r k s _
bydiav	_ b' ii d' e v _
bydid	_ b' ii d' i t _
bydidði	_ b' ii d' i t' S' i _
bydiel	_ b' ii d' ie l _
bydils	_ b' ii d' i l s _
bydlas	_ b' ii d l a s _
bydlav	_ b' ii d l a v _
bydlavivas	_ b' ii d l a v' i v a s _
bydoboun	_ b' ii d oo b oo w n _
bydoneiv	_ b' ii d oo n' e j v _
bydos	_ b' ii d oo s _
bydosap	_ b' ii d oo s a p _
bydoseirp	_ b' ii d oo s' e j r p _
bydouj	_ b' ii d oo w j' _
bydpil	_ b' ii t' p' i l _
bydrag	_ b' ii d r a k _
bydruks	_ b' ii d r u k s _
byduað	_ b' ii d u a S _
byduþavlag	_ b' ii d u Z a v l a k _
byduþgomþ	_ b' ii d u Z g oo m S _
byduþivas	_ b' ii d u Z' i v a s _
byduþlorb	_ b' ii d u Z l oo r p _
bydyg	_ b' ii d' ii k _
bydziavika	_ b' ii dz' e v' i k a _
bydës	_ b' ii d' ee s _
bygadnam	_ b' ii g a d n a m _
bygams	_ b' ii g a m s _
byged	_ b' ii g' e t _
bygiats	_ b' ii g' e t s _
bygierap	_ b' ii g' ie r a p _
bygip	_ b' ii g' i p _
byglavþ	_ b' ii g l a v S _
byglavþrtnok	_ b' ii g l a v Z r t n oo k _
bygli	_ b' ii g' l' i _
bygnarb	_ b' ii g n a r p _
bygniðeirp	_ b' ii g' n' i S' e j r p _
bygolb	_ b' ii g oo l p _
bygotap	_ b' ii g oo t a p _
bygoun	_ b' ii g oo w n _
bygras	_ b' ii g r a s _
byguad	_ b' ii g u a t _
bygyl	_ b' ii g' ii l _
bygylen	_ b' ii g' ii l' e n _
bygylot	_ b' ii g' ii l oo t _
byjar	_ b' ii j' e r _
byjeil	_ b' ii j' e j l _
byjert	_ b' ii j' e r t _
byjevd	_ b' ii j' e v t _
byjevþ	_ b' ii j' e v S _
byjouba	_ b' ii j' oo w b a _
byjuan	_ b' ii j' u a n _
bykeik	_ b' ii k' e j k _
bykein	_ b' ii k' e j n _
bykeit	_ b' ii k' e j t _
bykenð	_ b' ii k' e n S _
bykerp	_ b' ii k' e r p _
bykerporga	_ b' ii k' e r p oo r g a _
byket	_ b' ii k' e t _
bykialk	_ b' ii k' e l k _
bykiap	_ b' ii k' e p _
bykievs	_ b' ii k' ie v s _
bykilatak	_ b' ii k' i l a t a k _
bykilatakoen	_ b' ii k' i l a t a k oo e n _
bykit	_ b' ii k' i t _
bykitaièats	_ b' ii k' i t a j tS a t s _
bykitavgnel	_ b' ii k' i t a v' g' n' e l _
bykiup	_ b' ii k' u p _
byklums	_ b' ii k l u m s _
byknat	_ b' ii k n a t _
byknavðen	_ b' ii k n a v' S' e n _
byknað	_ b' ii k n a S _
byknel	_ b' ii k' n' e l _
byknem	_ b' ii k' n' e m _
byknilpa	_ b' ii k' n' i l p a _
byknus	_ b' ii k n u s _
bykok	_ b' ii k oo k _
bykoneiv	_ b' ii k oo n' e j v _
bykrams	_ b' ii k r a m s _
bykravt	_ b' ii k r a v t _
bykrip	_ b' ii k' r' i p _
bykyd	_ b' ii k' ii t _
bykydði	_ b' ii k' ii t' S' i _
bykyvanaz	_ b' ii k' ii v a n a s _
bykðia	_ b' ii k' S' e _
bykðiar	_ b' ii k' S' e r _
bykûzd	_ b' ii k uu s t _
byl	_ b' ii l _
bylad	_ b' ii l a t _
bylaedi	_ b' ii l a e d' i _
bylaer	_ b' ii l a e r _
bylaeren	_ b' ii l a e r' e n _
bylag	_ b' ii l a k _
bylagasiv	_ b' ii l a g a s' i v _
bylageb	_ b' ii l a g' e p _
bylaiceps	_ b' ii l a j ts' e p s _
bylaicnivorp	_ b' ii l a j ts' n' i v oo r p _
bylak	_ b' ii l a k _
bylakadziav	_ b' ii l a k a dz' e v _
bylamrof	_ b' ii l a m r oo f _
bylamron	_ b' ii l a m r oo n _
bylanab	_ b' ii l a n a p _
bylaudividni	_ b' ii l a w d' i v' i d' n' i _
bylav	_ b' ii l a v _
bylaðoun	_ b' ii l a S oo w n _
bylaþ	_ b' ii l a S _
bylgna	_ b' ii l g n a _
byliab	_ b' ii l' e p _
byliams	_ b' ii l' e m s _
byliavk	_ b' ii l' e v k _
byliem	_ b' ii l' Ie m _
bylig	_ b' ii l' i k _
bylinë	_ b' ii l' I n' ee _
bylka	_ b' ii l k a _
bylkakta	_ b' ii l k a k t a _
bylkim	_ b' ii l' k' i m _
bylkub	_ b' ii l k u p _
bylkuk	_ b' ii l k u k _
bylo	_ b' ii l oo _
bylorb	_ b' ii l oo r p _
bylot	_ b' ii l oo t _
bylou	_ b' ii l oo w _
bylpoiþ	_ b' ii l p oo j S _
bylskit	_ b' ii l' s' k' i t _
bylskiten	_ b' ii l' s' k' i t' e n _
bylsog	_ b' ii l s oo k _
bylsës	_ b' ii l' s' ee s _
bylubot	_ b' ii l u b oo t _
bylyka	_ b' ii l' ii k a _
bylyt	_ b' ii l' ii t _
bylëk	_ b' ii l' ee k _
bylëv	_ b' ii l' ee v _
bylðrip	_ b' ii l' S' r' i p _
bymaduj	_ b' ii m a d u j' _
bymadujen	_ b' ii m a d u j' e n _
bymag	_ b' ii m a k _
bymaigiab	_ b' ii m a j g' e p _
bymaigiabapen	_ b' ii m a j g' e b a p' e n _
bymaigien	_ b' ii m a j g' ie n _
bymaigiet	_ b' ii m a j g' ie t _
bymaignevðien	_ b' ii m a j g' n' e v' S' ie n _
bymaikeisapen	_ b' ii m a j k' e j s a p' e n _
bymaikier	_ b' ii m a j k' ie r _
bymairat	_ b' ii m a j r a t _
bymaièeilen	_ b' ii m a j tS' e j l' e n _
bymaièiek	_ b' ii m a j tS' ie k _
bymar	_ b' ii m a r _
bymaren	_ b' ii m a r' e n _
bymatsgylen	_ b' ii m a d' z' g' ii l' e n _
bymeþ	_ b' ii m' e S _
bymiger	_ b' ii m' i g' e r _
bymikit	_ b' ii m' i k' i t _
bymikitap	_ b' ii m' i k' i t a p _
bymikitði	_ b' ii m' i k' i t' S' i _
bymilag	_ b' ii m' i l a k _
bymiterg	_ b' ii m' i t' e r k _
bymitevs	_ b' ii m' i t' e v s _
bymokasta	_ b' ii m oo k a s t a _
bymolavirp	_ b' ii m oo l a v' i r p _
bymoniþen	_ b' ii m oo n' i Z' e n _
bymor	_ b' ii m oo r _
bymosualkirp	_ b' ii m oo s u a l' k' i r p _
bymosualkirpen	_ b' ii m oo s u a l' k' i r' p' e n _
bymotam	_ b' ii m oo t a m _
bymotiaksta	_ b' ii m oo t' e k s t a _
bymrat	_ b' ii m r a t _
bymsarpeb	_ b' ii m s a r' p' e p _
bymsarpivd	_ b' ii m s a r' p' i v t _
bymsknil	_ b' ii m' s' k' n' i l _
bymyþ	_ b' ii m' ii S _
bymþoun	_ b' ii m Z oo w n _
bynag	_ b' ii n a k _
bynaks	_ b' ii n a k s _
bynamavsial	_ b' ii n a m a v' s' e l _
bynedid	_ b' ii n' e d' i t _
bynegnarb	_ b' ii n' e g n a r p _
byneidsak	_ b' ii n' e j t s a k _
byneiv	_ b' ii n' e j v _
bynejuan	_ b' ii n' e j' u a n _
bynekiup	_ b' ii n' e k' u p _
byneknus	_ b' ii n' e k n u s _
byneliad	_ b' ii n' e l' e t _
bynemrip	_ b' ii n' e m' r' i p _
bynemsa	_ b' ii n' e m s a _
bynemyþ	_ b' ii n' e m' ii S _
bynep	_ b' ii n' e p _
bynerkit	_ b' ii n' e r' k' i t _
byneruaiþ	_ b' ii n' e r u a j S _
bynes	_ b' ii n' e s _
bynesiab	_ b' ii n' e s' e p _
bynesmat	_ b' ii n' e s m a t _
bynesrag	_ b' ii n' e s r a k _
bynesuas	_ b' ii n' e s u a s _
byneter	_ b' ii n' e t' e r _
bynetkip	_ b' ii n' e t' k' i p _
bynetnevð	_ b' ii n' e t' n' e v S _
bynetrev	_ b' ii n' e t' r' e v _
bynetsiek	_ b' ii n' e t' s' ie k _
bynetðkua	_ b' ii n' e t S k u a _
byneðriv	_ b' ii n' e S' r' i v _
byng	_ b' ii n k _
byngërd	_ b' ii n' g' ee r t _
byniamdiev	_ b' ii n' e m' d' ie v _
byniap	_ b' ii n' e p _
bynidlav	_ b' ii n' i d l a v _
bynitkitista	_ b' ii n' i t' k' i t' i s t a _
bynitnuisap	_ b' ii n' i t n u j s a p _
bynitousiv	_ b' ii n' i t oo w s' i v _
bynitudiv	_ b' ii n' i t u d' i v _
bynitutðark	_ b' ii n' i t u t S a r k _
bynitûb	_ b' ii n' i t uu p _
byniþ	_ b' ii n' i S _
byniþma	_ b' ii n' i Z m a _
bynlevð	_ b' ii n' l' e v S _
bynlik	_ b' ii n' l' i k _
bynlikarp	_ b' ii n' l' i k a r p _
bynlip	_ b' ii n' l' i p _
bynoduar	_ b' ii n oo d u a r _
bynogap	_ b' ii n oo g a p _
bynograþ	_ b' ii n oo g r a S _
bynoièðkirk	_ b' ii n oo j tS' S' k' i r k _
bynokilgna	_ b' ii n oo k' i l g n a _
bynolam	_ b' ii n oo l a m _
bynolp	_ b' ii n oo l p _
bynop	_ b' ii n oo p _
bynorakam	_ b' ii n oo r a k a m _
bynoretuil	_ b' ii n oo r' e t u j l _
bynplis	_ b' ii n' p' l' i s _
bynrat	_ b' ii n r a t _
bynredom	_ b' ii n' r' e d oo m _
bynseryv	_ b' ii n' s' e r' ii v _
bynsod	_ b' ii n s oo t _
bynsulkap	_ b' ii n s u l k a p _
byntamðarp	_ b' ii n t a m S a r p _
bynuaj	_ b' ii n u a j' _
bynuað	_ b' ii n u a S _
bynuð	_ b' ii n u S _
bynyg	_ b' ii n' ii k _
bynylëm	_ b' ii n' ii l' ee m _
bynyp	_ b' ii n' ii p _
bynyrg	_ b' ii n' ii r k _
bynðoup	_ b' ii n S oo w p _
bynþ	_ b' ii n S _
bynþelg	_ b' ii n' Z' e l k _
bypalð	_ b' ii p a l S _
bypat	_ b' ii p a t _
bypmurt	_ b' ii p m u r t _
bypûr	_ b' ii p uu r _
byr	_ b' ii r _
byrabrab	_ b' ii r a b r a p _
byrad	_ b' ii r a t _
byradareg	_ b' ii r a d a r' e k _
byradatkip	_ b' ii r a d a t' k' i p _
byradbal	_ b' ii r a d b a l _
byragluv	_ b' ii r a g l u v _
byrak	_ b' ii r a k _
byramen	_ b' ii r a m' e n _
byrat	_ b' iI r a t _
byravð	_ b' ii r a v S _
byravðen	_ b' ii r a v' S' e n _
byrdiaks	_ b' ii r' d' e k s _
byrdneb	_ b' ii r' d' n' e p _
byrdug	_ b' ii r d u k _
byrdyþ	_ b' ii r' d' ii S _
byrdë	_ b' ii r' d' ee _
byred	_ b' ii r' e t _
byreg	_ b' ii r' e k _
byrg	_ b' ii r k _
byrgabmug	_ b' ii r g a b m u k _
byrgabort	_ b' ii r g a b oo r t _
byrgailðkua	_ b' ii r g a j l S k u a _
byrgaiþoub	_ b' ii r g a j Z oo w p _
byrgakþo	_ b' ii r g a g Z oo _
byrgalðëm	_ b' ii r g a l' S' ee m _
byrgaveip	_ b' ii r g a v' e j p _
byrgavrid	_ b' ii r g a v' r' i t _
byrgaþreb	_ b' ii r g a Z' r' e p _
byrgdouj	_ b' ii r g d oo w j' _
byrgneip	_ b' ii r' g' n' e j p _
byrgniv	_ b' ii r' g' n' i v _
byrgnuð	_ b' ii r g n u S _
byrgtolas	_ b' ii r k t oo l a s _
